season_Fall,season_Spring,season_Summer,season_Winter,Year,temperature,rollingavg3,rollingavg7
0,0,0,1,1981,8.3,7.666666666666667,7.7
0,0,0,1,1981,8.9,7.9333333333333345,7.542857142857144
0,0,0,1,1981,4.6,7.266666666666667,7.271428571428571
0,0,0,1,1981,6.8,6.766666666666667,7.242857142857143
0,0,0,1,1981,5.7,5.7,7.0
0,0,0,1,1981,6.1,6.2,6.714285714285714
0,0,0,1,1981,7.0,6.266666666666667,6.771428571428572
0,0,0,1,1981,7.2,6.766666666666667,6.614285714285714
0,0,0,1,1981,6.3,6.833333333333333,6.242857142857143
0,0,0,1,1981,8.8,7.4333333333333345,6.8428571428571425
0,0,0,1,1981,5.0,6.7,6.585714285714286
0,0,0,1,1981,7.4,7.066666666666667,6.828571428571428
0,0,0,1,1981,10.1,7.5,7.4
0,0,0,1,1981,12.0,9.833333333333334,8.114285714285714
0,0,0,1,1981,9.0,10.366666666666667,8.371428571428572
0,0,0,1,1981,8.9,9.966666666666667,8.742857142857142
0,0,0,1,1981,9.8,9.233333333333334,8.885714285714286
0,0,0,1,1981,9.0,9.233333333333334,9.457142857142857
0,0,0,1,1981,9.2,9.333333333333334,9.714285714285714
0,0,0,1,1981,7.7,8.633333333333335,9.37142857142857
0,0,0,1,1981,8.0,8.299999999999999,8.8
0,0,0,1,1981,6.1,7.266666666666667,8.385714285714286
0,0,0,1,1981,3.5,5.866666666666667,7.614285714285715
0,0,0,1,1981,3.2,4.266666666666667,6.671428571428571
0,0,0,1,1981,5.7,4.133333333333334,6.2
0,0,0,1,1981,7.7,5.533333333333334,5.985714285714287
0,0,0,1,1981,9.0,7.466666666666668,6.171428571428572
0,0,0,1,1981,10.0,8.9,6.457142857142857
0,0,0,1,1981,6.2,8.4,6.471428571428571
0,0,0,1,1981,6.9,7.7,6.957142857142856
0,0,0,1,1981,6.5,6.533333333333334,7.428571428571429
0,0,0,1,1981,6.8,6.733333333333334,7.585714285714286
0,0,0,1,1981,7.0,6.766666666666666,7.485714285714287
0,0,0,1,1981,5.2,6.333333333333333,6.942857142857143
0,0,0,1,1981,3.0,5.066666666666666,5.942857142857142
0,0,0,1,1981,5.6,4.6000000000000005,5.857142857142857
0,0,0,1,1981,7.9,5.5,6.0
0,0,0,1,1981,9.0,7.5,6.357142857142857
0,0,0,1,1981,8.6,8.5,6.614285714285714
0,0,0,1,1981,10.3,9.299999999999999,7.085714285714286
0,0,0,1,1981,10.5,9.799999999999999,7.842857142857143
0,0,0,1,1981,7.6,9.466666666666667,8.5
0,0,0,1,1981,9.7,9.266666666666667,9.085714285714285
0,0,0,1,1981,12.5,9.933333333333332,9.742857142857144
0,0,0,1,1981,7.4,9.866666666666667,9.514285714285716
0,0,0,1,1981,7.9,9.266666666666667,9.414285714285715
0,0,0,1,1981,3.9,6.3999999999999995,8.5
0,0,0,1,1981,6.6,6.133333333333333,7.942857142857142
0,0,0,1,1981,4.6,5.033333333333333,7.514285714285714
0,0,0,1,1981,7.0,6.066666666666666,7.128571428571428
0,0,0,1,1981,6.0,5.866666666666667,6.2
0,0,0,1,1981,5.5,6.166666666666667,5.928571428571429
0,0,0,1,1981,8.1,6.533333333333334,5.957142857142856
0,0,0,1,1981,5.5,6.366666666666667,6.185714285714285
0,0,0,1,1981,6.2,6.6000000000000005,6.128571428571429
0,0,0,1,1981,8.0,6.566666666666666,6.614285714285715
0,0,0,1,1981,10.3,8.166666666666666,7.085714285714286
0,0,0,1,1981,9.8,9.366666666666667,7.628571428571429
0,0,0,1,1981,9.6,9.9,8.214285714285714
0,0,0,1,1981,8.5,9.299999999999999,8.27142857142857
0,0,0,1,1981,7.5,8.533333333333333,8.557142857142857
0,0,0,1,1981,11.2,9.066666666666665,9.27142857142857
0,0,0,1,1981,14.6,11.1,10.214285714285714
0,0,0,1,1981,11.7,12.5,10.414285714285715
0,0,0,1,1981,7.8,11.366666666666667,10.12857142857143
0,0,0,1,1981,12.3,10.6,10.514285714285714
0,0,0,1,1981,10.1,10.066666666666668,10.742857142857144
0,0,0,1,1981,11.5,11.299999999999999,11.314285714285715
0,0,0,1,1981,7.3,9.633333333333333,10.757142857142856
0,0,0,1,1981,10.9,9.9,10.22857142857143
0,0,0,1,1981,14.1,10.766666666666667,10.571428571428571
0,0,0,1,1981,10.7,11.9,10.985714285714286
0,0,0,1,1981,16.9,13.9,11.642857142857142
0,0,0,1,1981,10.5,12.699999999999998,11.700000000000001
0,0,0,1,1981,6.5,11.300000000000002,10.985714285714286
0,1,0,0,1981,11.0,9.333333333333334,11.514285714285714
0,1,0,0,1981,6.3,7.9333333333333345,10.857142857142858
0,1,0,0,1981,10.5,9.266666666666667,10.342857142857143
0,1,0,0,1981,7.2,8.000000000000002,9.842857142857143
0,1,0,0,1981,7.6,8.433333333333335,8.514285714285714
0,1,0,0,1981,10.7,8.500000000000002,8.542857142857143
0,1,0,0,1981,7.8,8.700000000000001,8.72857142857143
0,1,0,0,1981,9.6,9.366666666666667,8.528571428571428
0,1,0,0,1981,11.4,9.600000000000001,9.257142857142856
0,1,0,0,1981,12.4,11.133333333333335,9.528571428571428
0,1,0,0,1981,8.9,10.9,9.771428571428572
0,1,0,0,1981,13.2,11.500000000000002,10.571428571428571
0,1,0,0,1981,8.6,10.233333333333334,10.27142857142857
0,1,0,0,1981,6.2,9.333333333333334,10.042857142857143
0,1,0,0,1981,11.4,8.733333333333334,10.3
0,1,0,0,1981,13.2,10.266666666666667,10.557142857142859
0,1,0,0,1981,14.3,12.966666666666669,10.828571428571427
0,1,0,0,1981,7.3,11.600000000000001,10.599999999999998
0,1,0,0,1981,12.9,11.500000000000002,10.557142857142859
0,1,0,0,1981,7.8,9.333333333333336,10.442857142857145
0,1,0,0,1981,6.2,8.966666666666669,10.442857142857141
0,1,0,0,1981,5.6,6.533333333333336,9.614285714285714
0,1,0,0,1981,10.0,7.266666666666668,9.157142857142857
0,1,0,0,1981,13.3,9.633333333333335,9.014285714285714
0,1,0,0,1981,8.3,10.533333333333337,9.157142857142857
0,1,0,0,1981,10.2,10.600000000000001,8.77142857142857
0,1,0,0,1981,8.6,9.033333333333337,8.885714285714286
0,1,0,0,1981,7.3,8.700000000000001,9.042857142857143
0,1,0,0,1981,10.4,8.766666666666667,9.728571428571428
0,1,0,0,1981,11.2,9.633333333333335,9.9
0,1,0,0,1981,13.2,11.600000000000001,9.885714285714286
0,1,0,0,1981,11.4,11.933333333333335,10.328571428571427
0,1,0,0,1981,9.1,11.233333333333334,10.171428571428573
0,1,0,0,1981,6.6,9.033333333333335,9.885714285714286
0,1,0,0,1981,8.4,8.033333333333335,10.042857142857143
0,1,0,0,1981,9.7,8.233333333333334,9.942857142857141
0,1,0,0,1981,13.2,10.433333333333335,10.228571428571428
0,1,0,0,1981,12.5,11.800000000000002,10.128571428571428
0,1,0,0,1981,11.0,12.233333333333334,10.071428571428571
0,1,0,0,1981,11.0,11.500000000000002,10.342857142857143
0,1,0,0,1981,11.7,11.233333333333334,11.071428571428571
0,1,0,0,1981,9.2,10.633333333333335,11.185714285714285
0,1,0,0,1981,11.5,10.800000000000002,11.442857142857141
0,1,0,0,1981,13.6,11.433333333333335,11.5
0,1,0,0,1981,13.7,12.933333333333335,11.671428571428569
0,1,0,0,1981,10.4,12.566666666666668,11.585714285714285
0,1,0,0,1981,11.5,11.866666666666667,11.657142857142857
0,1,0,0,1981,7.6,9.833333333333336,11.071428571428571
0,1,0,0,1981,9.6,9.566666666666668,11.12857142857143
0,1,0,0,1981,14.2,10.466666666666669,11.514285714285714
0,1,0,0,1981,15.7,13.166666666666666,11.814285714285713
0,1,0,0,1981,10.5,13.466666666666669,11.357142857142858
0,1,0,0,1981,10.5,12.233333333333334,11.37142857142857
0,1,0,0,1981,9.7,10.233333333333334,11.114285714285714
0,1,0,0,1981,9.5,9.9,11.385714285714286
0,1,0,0,1981,11.3,10.16666666666667,11.628571428571428
0,1,0,0,1981,8.9,9.900000000000002,10.87142857142857
0,1,0,0,1981,9.4,9.866666666666669,9.971428571428573
0,1,0,0,1981,11.9,10.066666666666668,10.171428571428573
0,1,0,0,1981,11.7,11.0,10.342857142857143
0,1,0,0,1981,13.4,12.333333333333336,10.87142857142857
0,1,0,0,1981,12.6,12.566666666666668,11.314285714285715
0,1,0,0,1981,10.1,12.033333333333333,11.142857142857142
0,1,0,0,1981,15.8,12.833333333333336,12.12857142857143
0,1,0,0,1981,13.6,13.166666666666666,12.728571428571428
0,1,0,0,1981,11.9,13.766666666666667,12.728571428571428
0,1,0,0,1981,9.9,11.800000000000002,12.471428571428572
0,1,0,0,1981,12.6,11.466666666666669,12.357142857142858
0,1,0,0,1981,17.8,13.433333333333335,13.1
0,1,0,0,1981,15.0,15.133333333333335,13.8
0,1,0,0,1981,13.6,15.466666666666669,13.485714285714286
0,1,0,0,1981,13.4,14.0,13.457142857142857
0,1,0,0,1981,10.5,12.5,13.257142857142858
0,1,0,0,1981,14.2,12.700000000000001,13.87142857142857
0,1,0,0,1981,11.5,12.066666666666668,13.714285714285714
0,1,0,0,1981,13.0,12.9,13.028571428571427
0,1,0,0,1981,15.0,13.166666666666666,13.028571428571427
0,1,0,0,1981,14.7,14.233333333333334,13.185714285714285
0,1,0,0,1981,12.6,14.100000000000001,13.071428571428571
0,1,0,0,1981,12.5,13.266666666666667,13.357142857142858
0,1,0,0,1981,13.5,12.866666666666667,13.257142857142858
0,1,0,0,1981,14.8,13.600000000000001,13.72857142857143
0,1,0,0,1981,17.2,15.166666666666666,14.328571428571426
0,1,0,0,1981,9.7,13.9,13.57142857142857
0,1,0,0,1981,12.1,13.0,13.200000000000001
0,1,0,0,1981,12.8,11.533333333333333,13.228571428571428
0,1,0,0,1981,11.2,12.033333333333333,13.042857142857143
0,1,0,0,1981,16.4,13.466666666666667,13.457142857142856
0,1,0,0,1981,15.6,14.4,13.57142857142857
0,1,0,0,1981,13.3,15.1,13.014285714285714
0,1,0,0,1981,11.0,13.299999999999999,13.200000000000001
0,0,1,0,1981,11.1,11.799999999999999,13.057142857142855
0,0,1,0,1981,15.0,12.366666666666667,13.37142857142857
0,0,1,0,1981,12.8,12.966666666666669,13.599999999999998
0,0,1,0,1981,15.0,14.266666666666666,13.4
0,0,1,0,1981,14.2,14.0,13.200000000000001
0,0,1,0,1981,14.0,14.4,13.299999999999999
0,0,1,0,1981,15.5,14.566666666666668,13.942857142857141
0,0,1,0,1981,13.3,14.266666666666666,14.257142857142856
0,0,1,0,1981,15.6,14.799999999999999,14.342857142857143
0,0,1,0,1981,15.2,14.700000000000001,14.685714285714285
0,0,1,0,1981,17.4,16.066666666666666,15.028571428571428
0,0,1,0,1982,17.0,16.53333333333333,15.428571428571429
0,0,1,0,1982,15.0,16.46666666666667,15.571428571428571
0,0,1,0,1982,13.5,15.166666666666666,15.285714285714286
0,0,1,0,1982,15.2,14.566666666666668,15.557142857142859
0,0,1,0,1982,13.0,13.9,15.185714285714285
0,0,1,0,1982,12.5,13.566666666666668,14.8
0,0,1,0,1982,14.1,13.200000000000001,14.328571428571427
0,0,1,0,1982,14.8,13.800000000000002,14.014285714285714
0,0,1,0,1982,16.2,15.033333333333333,14.185714285714285
0,0,1,0,1982,15.8,15.6,14.514285714285714
0,0,1,0,1982,19.1,17.033333333333335,15.071428571428571
0,0,1,0,1982,22.2,19.033333333333335,16.385714285714283
0,0,1,0,1982,15.9,19.066666666666666,16.87142857142857
0,0,1,0,1982,13.0,17.03333333333333,16.714285714285715
0,0,1,0,1982,14.1,14.333333333333334,16.614285714285717
0,0,1,0,1982,15.8,14.300000000000002,16.557142857142857
0,0,1,0,1982,24.0,17.96666666666667,17.72857142857143
0,0,1,0,1982,18.0,19.266666666666666,17.571428571428573
0,0,1,0,1982,19.7,20.566666666666666,17.214285714285715
0,0,1,0,1982,25.2,20.96666666666667,18.542857142857144
0,0,1,0,1982,20.5,21.8,19.614285714285717
0,0,1,0,1982,19.3,21.666666666666668,20.357142857142858
0,0,1,0,1982,15.8,18.53333333333333,20.357142857142858
0,0,1,0,1982,17.0,17.366666666666664,19.357142857142858
0,0,1,0,1982,18.4,17.066666666666666,19.414285714285715
0,0,1,0,1982,13.3,16.233333333333334,18.5
0,0,1,0,1982,14.6,15.433333333333332,16.985714285714288
0,0,1,0,1982,12.5,13.466666666666667,15.842857142857143
0,0,1,0,1982,17.0,14.699999999999998,15.514285714285714
0,0,1,0,1982,17.1,15.533333333333331,15.700000000000001
0,0,1,0,1982,14.0,16.03333333333333,15.271428571428572
0,0,1,0,1982,14.6,15.233333333333333,14.72857142857143
0,0,1,0,1982,13.3,13.966666666666667,14.72857142857143
0,0,1,0,1982,14.8,14.233333333333333,14.757142857142856
0,0,1,0,1982,15.1,14.399999999999999,15.12857142857143
0,0,1,0,1982,13.1,14.333333333333334,14.571428571428571
0,0,1,0,1982,13.6,13.933333333333332,14.071428571428571
0,0,1,0,1982,19.5,15.399999999999999,14.857142857142858
0,0,1,0,1982,22.7,18.599999999999998,16.014285714285712
0,0,1,0,1982,17.2,19.8,16.571428571428573
0,0,1,0,1982,13.5,17.799999999999997,16.385714285714286
0,0,1,0,1982,15.4,15.366666666666665,16.428571428571427
0,0,1,0,1982,17.0,15.299999999999997,16.985714285714288
0,0,1,0,1982,19.2,17.2,17.785714285714285
0,0,1,0,1982,22.8,19.666666666666668,18.25714285714286
0,0,1,0,1982,26.3,22.766666666666666,18.771428571428572
0,0,1,0,1982,18.2,22.433333333333334,18.914285714285715
0,0,1,0,1982,17.0,20.5,19.414285714285715
0,0,1,0,1982,14.8,16.666666666666668,19.328571428571426
0,0,1,0,1982,12.8,14.866666666666665,18.728571428571428
0,0,1,0,1982,15.5,14.366666666666665,18.2
0,0,1,0,1982,15.6,14.633333333333333,17.17142857142857
0,0,1,0,1982,13.1,14.733333333333333,15.285714285714286
0,0,1,0,1982,15.2,14.633333333333331,14.857142857142858
0,0,1,0,1982,14.1,14.133333333333331,14.442857142857145
0,0,1,0,1982,12.5,13.933333333333332,14.114285714285714
0,0,1,0,1982,14.6,13.733333333333333,14.37142857142857
0,0,1,0,1982,10.4,12.499999999999998,13.642857142857142
0,0,1,0,1982,13.9,12.966666666666663,13.400000000000002
0,0,1,0,1982,11.9,12.066666666666665,13.228571428571428
0,0,1,0,1982,13.5,13.1,12.985714285714286
0,0,1,0,1982,9.8,11.733333333333333,12.37142857142857
0,0,1,0,1982,14.0,12.433333333333332,12.585714285714285
0,0,1,0,1982,21.5,15.1,13.571428571428571
0,0,1,0,1982,19.5,18.333333333333332,14.87142857142857
0,0,1,0,1982,16.7,19.23333333333333,15.27142857142857
0,0,1,0,1982,19.1,18.433333333333334,16.3
0,0,1,0,1982,11.0,15.6,15.942857142857145
0,0,1,0,1982,9.0,13.033333333333331,15.828571428571431
0,0,1,0,1982,10.0,9.999999999999998,15.257142857142858
0,0,1,0,1982,14.6,11.199999999999998,14.271428571428572
0,0,1,0,1982,12.5,12.366666666666665,13.271428571428572
0,0,1,0,1982,17.2,14.766666666666664,13.342857142857143
0,0,1,0,1982,19.2,16.299999999999997,13.357142857142858
0,0,1,0,1982,22.2,19.533333333333328,14.957142857142856
0,0,1,0,1982,15.7,19.03333333333333,15.914285714285713
0,0,1,0,1982,14.2,17.366666666666664,16.514285714285712
0,0,1,0,1982,9.8,13.233333333333329,15.828571428571427
0,0,1,0,1982,14.0,12.666666666666664,16.04285714285714
1,0,0,0,1982,17.5,13.766666666666666,16.085714285714285
1,0,0,0,1982,20.7,17.399999999999995,16.3
1,0,0,0,1982,15.6,17.93333333333333,15.357142857142858
1,0,0,0,1982,13.2,16.499999999999996,15.0
1,0,0,0,1982,14.5,14.43333333333333,15.042857142857143
1,0,0,0,1982,16.8,14.83333333333333,16.042857142857144
1,0,0,0,1982,17.2,16.166666666666668,16.5
1,0,0,0,1982,13.4,15.799999999999999,15.914285714285715
1,0,0,0,1982,14.2,14.93333333333333,14.985714285714286
1,0,0,0,1982,14.3,13.966666666666663,14.8
1,0,0,0,1982,10.2,12.899999999999999,14.371428571428572
1,0,0,0,1982,10.4,11.633333333333331,13.785714285714286
1,0,0,0,1982,12.3,10.966666666666663,13.142857142857142
1,0,0,0,1982,11.9,11.533333333333331,12.385714285714286
1,0,0,0,1982,11.2,11.799999999999997,12.071428571428571
1,0,0,0,1982,8.5,10.533333333333331,11.257142857142856
1,0,0,0,1982,12.0,10.566666666666665,10.928571428571429
1,0,0,0,1982,12.4,10.966666666666663,11.242857142857142
1,0,0,0,1982,12.9,12.43333333333333,11.6
1,0,0,0,1982,10.1,11.799999999999997,11.285714285714286
1,0,0,0,1982,15.0,12.666666666666664,11.728571428571428
1,0,0,0,1982,13.6,12.899999999999999,12.071428571428571
1,0,0,0,1982,12.4,13.666666666666664,12.62857142857143
1,0,0,0,1982,13.6,13.199999999999998,12.857142857142858
1,0,0,0,1982,16.1,14.033333333333331,13.385714285714284
1,0,0,0,1982,19.5,16.4,14.328571428571431
